1|2000.0|29|3|abdallah taha|electric|1733349600000|1733695200000|false
2|200.0|30|3|ahmed ezzat|electric|1480716000000|1764712800000|false
1|3966.2|36|3|ali magdy|electric|1643574457000|1644265657000|true
2|16110.0|35|24|mohamed magdy|hassan allam|1724232515000|1724491715000|false
3|1374.8|31|3|ahmed zaki|electric|1640291233000|1641760033000|true
4|229.0|64|9|nahed adel|t-data|1766097288000|1767652488000|false
5|4535.6|43|17|ali magdy|mantrac egypt|1579581297000|1581741297000|true
6|916.8|56|13|fatma ali|rased company|1635634647000|1637794647000|false
7|428.0|35|5|mohamed magdy|gas|1674199592000|1676618792000|true
8|695.5|45|28|haitham mahmoud|soliman elhabib|1701162726000|1702717926000|true
9|531.2|53|5|mahmoud hamada|gas|1746586010000|1748314010000|false
10|6043.3|41|25|said|mercedes|1755343321000|1756034521000|false
11|879.8|34|10|abdallah khaled|aramex|1679876157000|1680653757000|false
12|142.5|52|8|mostafa mamdouh|orang|1634075914000|1635976714000|false
13|335.7|33|22|eslam mohamed|edita|1721218880000|1723292480000|true
14|3276.7|39|17|sami ahmed|mantrac egypt|1749635426000|1751622626000|true
15|16640.0|49|27|hamza hamid|audi|1639321423000|1641654223000|true
16|621.3|49|15|hamza hamid|delta pharma|1634472074000|1637064074000|false
17|642.6|42|27|ahmed abdulrahman|audi|1619373271000|1619606071000|false
18|2020.9|62|14|manar khaled|baraka group|1763320395000|1764154395000|true
19|3458.7|57|7|nour mohamed|itsalat|1647660570000|1648812570000|false
20|1726.4|41|28|said|soliman elhabib|1602939262000|1604087262000|true
21|7897.3|55|28|sara ahmed|soliman elhabib|1636807288000|1637554088000|true
22|377.6|47|26|rajab ahmed|bmw|1626023076000|1627021876000|false
23|7655.0|61|25|lamia mahmoud|mercedes|1605941474000|1606670274000|false
24|317.0|36|21|ali magdy|cleopatra hospital|1606844273000|1608399473000|true
25|964.6|35|19|mohamed magdy|ezz steal|1727111050000|1728579850000|true
26|5689.5|62|29|manar khaled|undefined|1640976482000|1642518482000|false
27|472.9|38|5|mohamed mamdouh|gas|1732959334000|1734371734000|true
28|268.3|55|17|sara ahmed|mantrac egypt|1625428919000|1626821319000|false
29|1663.1|43|9|ali magdy|t-data|1623573085000|1625091485000|true
30|365.1|36|12|ali magdy|madent masr|1722009668000|1723554868000|false
31|9966.2|32|18|mostafa hossein|awfar market|1727134257000|1727662657000|false
32|983.6|59|25|hanan karim|mercedes|1614738931000|1615493731000|true
33|4522.5|34|24|abdallah khaled|hassan allam|1743930454000|1745205454000|true
34|870.3|39|25|sami ahmed|mercedes|1618350092000|1620002492000|false
35|1186.7|49|20|hamza hamid|madenty|1725341880000|1726531680000|false
36|672.8|40|11|ahmed|olx|1724865145000|1726420345000|false
37|1844.0|32|20|mostafa hossein|madenty|1655449923000|1656659523000|true
38|611.4|61|27|lamia mahmoud|audi|1618168717000|1620625117000|false
39|235.2|53|26|mahmoud hamada|bmw|1702907228000|1704655628000|false
40|373.5|49|9|hamza hamid|t-data|1701525224000|1702855224000|true
41|1614.5|64|20|nahed adel|madenty|1689414723000|1690710723000|false
42|548.8|51|21|amir hatem|cleopatra hospital|1691982706000|1693200306000|false
43|502.5|47|11|rajab ahmed|olx|1725700479000|1726647879000|true
44|2528.7|30|4|ahmed ezzat|water|1688688190000|1690202590000|false
45|2129.2|44|26|elhosiny amr|bmw|1654170486000|1655176086000|false
46|8319.5|32|10|mostafa hossein|aramex|1702340707000|1703161507000|true
47|4038.2|47|14|rajab ahmed|baraka group|1705369142000|1706525942000|true
48|2762.6|38|3|mohamed mamdouh|electric|1606577784000|1607970184000|false
49|4619.7|63|9|aya wael|t-data|1623729879000|1624644279000|false
50|2097.1|37|28|youssef wael|soliman elhabib|1639428988000|1640798988000|false
51|102.8|62|27|lamia mahmoud|audi|1760412700000|1760671900000|true
52|4444.8|49|9|hamza hamid|t-data|1706049509000|1706913509000|true
53|899.7|57|15|nour mohamed|delta pharma|1702376544000|1703144144000|true
54|247.3|38|7|mohamed mamdouh|itsalat|1649213081000|1651535881000|false
55|869.6|30|22|ahmed ezzat|edita|1621041826000|1621549426000|false
56|142.4|39|2|sami ahmed|undefined|1651249321000|1651354121000|true
57|1301.6|61|19|lamia mahmoud|ezz steal|1674945532000|1675188332000|false
58|1315.0|33|2|eslam mohamed|undefined|1687790527000|1687963327000|true
59|8655.4|55|1|sara ahmed|undefined|1615732176000|1615798176000|true
60|619.5|64|7|nahed adel|itsalat|1718231454000|1718500254000|false
61|798.6|47|5|rajab ahmed|gas|1600915673000|1601895273000|false
62|9376.2|49|3|hamza hamid|electric|1611004289000|1611811889000|true
63|1289.0|36|18|ali magdy|awfar market|1665848465000|1666610465000|false
64|7412.8|30|12|ahmed ezzat|madent masr|1712729545000|1714166545000|false
65|10681.9|53|24|mahmoud hamada|hassan allam|1620951160000|1623111160000|false
66|145.3|35|4|mohamed magdy|water|1754023009000|1754787809000|false
68|7834.4|54|20|ahmed khaled|madenty|1598524749000|1601030349000|false
69|7088.3|31|12|ahmed zaki|madent masr|1606516420000|1606948420000|true
70|596.6|58|14|asmaa hassan|baraka group|1582513635000|1583809635000|false
71|292.0|47|14|rajab ahmed|baraka group|1590516473000|1590862073000|true
72|6241.6|49|26|hamza hamid|bmw|1757351711000|1757956511000|false
73|815.4|40|16|ahmed|ghabbour auto|1705387709000|1705819709000|true
74|4073.1|39|28|sami ahmed|soliman elhabib|1666695689000|1666868489000|true
75|511.8|38|10|mohamed mamdouh|aramex|1631744286000|1633645086000|false
76|160.7|32|4|mostafa hossein|water|1701675360000|1703662560000|true
77|5617.7|37|24|youssef wael|hassan allam|1695807296000|1698053696000|true
78|806.3|44|10|elhosiny amr|aramex|1669496060000|1671396860000|true
79|5143.1|34|24|abdallah khaled|hassan allam|1665717718000|1667618518000|false
80|1530.1|51|28|amir hatem|soliman elhabib|1594177808000|1594350608000|true
81|359.3|36|10|ali magdy|aramex|1611421944000|1612977144000|true
82|184.9|63|11|aya wael|olx|1726866972000|1727903772000|false
83|2692.0|37|16|youssef wael|ghabbour auto|1739610441000|1740474441000|false
84|17624.7|49|25|hamza hamid|mercedes|1671934802000|1673403602000|true
85|427.1|47|5|rajab ahmed|gas|1627138510000|1628866510000|false
86|233.4|57|6|nour mohamed|we internt|1721194139000|1721798939000|false
87|101.3|33|9|eslam mohamed|t-data|1674008411000|1675218011000|false
88|9012.8|47|23|rajab ahmed|misr cement|1724047382000|1724565782000|false
89|151.2|30|11|ahmed ezzat|olx|1745711365000|1747612165000|true
90|265.6|41|14|said|baraka group|1614446771000|1616433971000|true
91|273.2|46|6|salah hussein|we internt|1597591537000|1598628337000|true
92|217.1|45|14|haitham mahmoud|baraka group|1688096041000|1688355241000|false
93|2991.7|62|28|manar khaled|soliman elhabib|1609882090000|1611782890000|true
94|16988.7|50|12|elbaraa ahmed|madent masr|1749094861000|1751514061000|false
95|104.8|57|10|nour mohamed|aramex|1608235854000|1609963854000|true
96|1281.1|57|15|nour mohamed|delta pharma|1674142988000|1676043788000|true
97|300.4|37|15|youssef wael|delta pharma|1634115862000|1634807062000|true
98|250.7|55|7|sara ahmed|itsalat|1600346589000|1600864989000|false
99|244.3|55|8|sara ahmed|orang|1682562203000|1684895003000|false
100|1488.1|33|3|eslam mohamed|electric|1730565131000|1731688331000|false
101|7072.8|32|23|mostafa hossein|misr cement|1628301428000|1630807028000|false
102|296.3|48|22|mahmoud mohamed|edita|1755490373000|1756440773000|true
103|9273.3|38|12|mohamed mamdouh|madent masr|1631514286000|1632723886000|true
104|269.1|60|4|nesma saleh|water|1619164411000|1619682811000|true
105|907.8|64|10|nahed adel|aramex|1594676017000|1595972017000|true
106|3732.5|54|21|ahmed khaled|cleopatra hospital|1694345047000|1696332247000|false
107|72.4|33|9|eslam mohamed|t-data|1589307511000|1590862711000|false
108|218.8|30|9|ahmed ezzat|t-data|1619762467000|1622181667000|true
109|2492.9|32|16|mostafa hossein|ghabbour auto|1704672020000|1706400020000|false
110|7736.6|50|24|elbaraa ahmed|hassan allam|1754427749000|1755550949000|false
111|226.1|35|5|mohamed magdy|gas|1618702502000|1620603302000|true
112|559.1|48|14|mahmoud mohamed|baraka group|1648487337000|1649351337000|false
113|12937.1|40|20|ahmed|madenty|1755223738000|1757815738000|true
114|3217.6|29|21|abdallah taha|cleopatra hospital|1616498459000|1617967259000|true
115|3216.6|58|23|asmaa hassan|misr cement|1725805787000|1727188187000|true
116|17120.0|52|12|mostafa mamdouh|madent masr|1702766394000|1703803194000|false
117|13440.1|63|27|aya wael|audi|1735274463000|1737088863000|false
118|59.9|41|8|said|orang|1591899479000|1593541079000|true
